InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
307007,P8982,Recently Great,22,2025-06-23,36.36,10085,Spain
204904,P5671,Space Prepare,40,2023-11-22,7.91,10024,Netherlands
609462,P8383,Picture However,22,2023-12-10,62.02,10039,Denmark
259797,P6971,Commercial Course,21,2025-05-19,95.91,10021,UK
428429,P5033,Room Spend,15,2024-12-10,71.51,10082,Belgium
390119,P6889,Table Weight,9,2023-12-19,68.28,10042,Sweden
585331,P8296,Set Left,23,2023-09-15,77.7,10062,Norway
214119,P3879,Item His,42,2025-01-19,61.06,10035,France
664781,P4218,Serve Economy,17,2024-07-23,73.62,10080,Germany
862760,P2235,Popular Feel,2,2025-03-19,85.11,10080,UK
952117,P7637,Smile Step,50,2024-07-26,59.41,10004,Norway
373276,P9904,East None,35,2024-02-14,47.74,10099,France
483588,P7430,For Table,15,2025-04-13,89.25,10075,Italy
240384,P8613,Manager Well,33,2025-05-22,51.53,10050,Netherlands
626560,P1173,Daughter Hold,43,2025-01-20,24.65,10078,France
893988,P9423,Your Own,9,2024-07-20,45.18,10022,Denmark
693297,P3395,Main Specific,48,2024-03-18,73.47,10045,UK
329448,P8989,Star Idea,15,2024-09-06,7.22,10047,Spain
144887,P4387,News Kid,34,2023-12-16,90.86,10046,Belgium
592489,P8448,Technology Decision,3,2025-04-26,4.95,10083,Netherlands
208239,P9542,Point Certainly,41,2025-06-21,83.14,10094,Italy
706739,P9918,Enough Area,37,2024-12-23,18.21,10083,Belgium
483041,P2275,Medical Two,34,2024-05-27,25.91,10028,Norway
525556,P6781,Once World,23,2023-10-31,49.2,10061,Denmark
106918,P9222,Seek Throughout,9,2024-09-16,44.55,10029,Germany
639535,P5600,Today Capital,14,2024-03-21,15.87,10020,Netherlands
731264,P2938,Because Source,43,2023-12-15,23.8,10042,Germany
604906,P8844,Explain Listen,31,2025-07-16,21.86,10020,Belgium
123536,P4992,Must Choice,3,2025-05-19,13.66,10075,France
241268,P9399,Leave Benefit,3,2025-07-20,89.19,10018,UK
274421,P5231,Doctor Technology,12,2024-07-28,52.15,10051,Denmark
690982,P1305,Usually Happy,47,2025-08-04,73.07,10036,Germany
327114,P8359,Agreement Join,39,2023-09-23,99.28,10061,France
330019,P7730,Individual Morning,39,2024-05-29,15.13,10074,France
753484,P9369,Eat Imagine,17,2023-10-15,17.6,10087,Netherlands
575497,P2127,House Door,15,2023-09-03,38.44,10016,Germany
117367,P4315,From Word,34,2023-10-28,86.1,10064,Belgium
966662,P3450,Those Send,39,2024-12-29,10.53,10060,Denmark
728950,P1639,Government Strong,35,2023-12-04,50.83,10015,Germany
605666,P3135,Certain American,39,2024-03-22,54.39,10000,Belgium
647403,P7892,Whose Themselves,24,2024-08-13,87.61,10089,Norway
549793,P4759,Safe Theory,31,2023-11-28,79.17,10048,Netherlands
717661,P2600,Song Season,28,2024-08-11,14.25,10061,Spain
187889,P5641,List Power,39,2023-08-17,87.8,10052,Italy
298202,P1089,Western Base,46,2023-08-27,74.62,10000,Denmark
647923,P2930,Establish Dinner,34,2025-05-22,1.71,10083,Spain
821175,P6175,Citizen Official,27,2025-08-12,36.86,10019,Belgium
783226,P5155,Short Politics,17,2024-09-25,85.64,10054,Denmark
483405,P5514,Land Bring,44,2025-04-06,40.35,10026,Belgium
678923,P8904,Fight Economy,12,2024-04-02,37.65,10071,Sweden
366105,P6024,Campaign Anyone,37,2024-02-14,35.09,10090,Belgium
871523,P3262,Kind Purpose,43,2025-04-20,12.79,10029,Sweden
921149,P3650,Prevent Lot,7,2023-09-30,22.23,10051,Netherlands
939756,P1852,Bring Think,11,2025-07-16,39.52,10081,UK
943442,P2492,Money Picture,10,2024-10-02,47.7,10076,Belgium
192422,P2049,Admit Project,17,2024-09-16,22.96,10010,Denmark
139589,P7296,Paper Effort,26,2025-02-21,61.78,10066,Italy
846172,P1941,Charge Film,50,2024-07-11,82.2,10081,Sweden
560295,P1175,Ability Possible,13,2024-05-13,85.21,10066,Italy
304206,P1550,Effect Own,39,2024-07-01,51.54,10089,Spain
745073,P3776,Culture Red,44,2025-01-13,4.57,10030,UK
265092,P2422,Bed Need,18,2024-05-19,78.19,10045,Belgium
525146,P4281,Author Never,34,2024-10-08,2.52,10090,Germany
194545,P5661,Movement Stop,47,2024-09-10,83.15,10074,Netherlands
464354,P5530,Once Again,15,2024-06-11,61.03,10024,Sweden
523579,P1076,Tv Many,17,2023-09-15,18.33,10064,Germany
685766,P2185,Prove Impact,33,2024-05-28,30.13,10014,Norway
370211,P9813,Environment Small,37,2023-08-25,25.76,10056,Belgium
690525,P8923,Heavy Story,50,2023-10-04,25.08,10043,Sweden
814703,P8548,Hair Effect,38,2025-03-04,86.34,10061,Germany
370343,P2106,Realize Production,25,2023-11-01,63.73,10028,Spain
939030,P6172,Sport Party,27,2025-03-06,95.59,10066,Norway
110195,P5314,Something Go,16,2023-11-24,29.44,10051,Netherlands
179721,P3924,Another He,31,2024-10-10,32.07,10027,Denmark
382146,P3994,Ground Teach,48,2024-12-24,68.63,10024,Sweden
872918,P4271,Continue Then,16,2025-04-09,73.81,10033,Spain
340341,P4322,Reveal Majority,16,2025-02-03,83.8,10045,France
916776,P2747,Measure Program,8,2024-01-01,92.1,10086,Sweden
743644,P1108,Talk Central,49,2023-10-01,85.85,10005,Sweden
489227,P6167,Sense Stand,32,2024-08-02,89.91,10073,Italy
614646,P3996,Although Finally,49,2024-01-16,91.68,10035,Belgium
332881,P3101,Animal Strong,4,2024-01-14,53.05,10054,Sweden
667036,P1533,Various Analysis,33,2024-04-14,35.38,10087,France
579404,P2972,Worker Force,45,2024-09-16,52.3,10040,UK
112394,P4452,Information Teacher,25,2024-10-07,58.52,10041,Netherlands
742544,P5254,Material Environment,12,2023-09-10,55.31,10030,Italy
594241,P6621,Some Radio,24,2024-01-08,19.21,10054,Spain
539450,P7099,Feeling Heavy,24,2025-06-12,85.58,10035,Sweden
288627,P3148,Statement Anyone,37,2025-06-15,68.92,10012,Italy
943146,P4863,Reality Glass,36,2024-03-12,43.79,10048,Spain
252928,P3450,Capital Successful,31,2024-05-24,80.76,10022,Belgium
623866,P3203,Leave Visit,41,2024-06-18,52.18,10092,Netherlands
923481,P8972,Six Less,20,2025-07-07,25.85,10072,UK
517754,P2621,Imagine Group,45,2024-01-05,17.17,10027,Italy
599687,P2577,Model Role,29,2024-09-02,74.71,10033,Netherlands
477808,P5222,Hold Window,23,2025-04-23,2.96,10015,Netherlands
812597,P4259,Natural Example,37,2025-04-26,58.01,10083,Norway
283017,P5663,Beautiful Short,23,2024-07-07,33.18,10065,Sweden
912378,P8322,Bar Law,6,2024-11-22,38.73,10036,Sweden
762398,P3373,Test Couple,11,2024-10-09,64.42,10043,Belgium
761938,P7631,Finally Full,5,2023-10-31,8.83,10043,Spain
428709,P6191,Base Generation,42,2025-01-07,29.84,10034,Denmark
775958,P7479,Find Follow,18,2024-07-24,88.88,10099,Netherlands
884225,P9535,Player Series,29,2024-07-08,41.98,10023,UK
231113,P4844,Compare Road,43,2024-07-22,25.91,10095,Germany
320800,P3734,Have Likely,26,2023-09-14,11.2,10008,Sweden
675074,P1881,Short True,2,2025-07-21,77.32,10067,Germany
208976,P5300,Head Possible,40,2024-07-15,16.37,10083,Belgium
424398,P4757,Face Purpose,16,2025-04-18,74.02,10056,France
237654,P9630,Yourself Art,11,2023-10-10,3.83,10084,Netherlands
440998,P8801,Remain Public,30,2024-06-23,97.52,10069,Italy
675191,P8288,Himself Must,9,2025-04-26,96.98,10089,Norway
285636,P8480,So Respond,41,2023-12-15,75.14,10072,Belgium
648887,P9745,Allow Character,20,2025-06-02,90.98,10061,Norway
338161,P2467,Political Resource,29,2025-04-10,31.48,10052,Italy
263281,P5973,Left Already,1,2023-11-19,1.01,10097,France
460589,P5698,Audience Eat,31,2025-04-08,53.97,10088,Sweden
892170,P8816,Quite Hit,20,2024-05-20,1.9,10055,Italy
726003,P4788,Identify Our,1,2023-09-07,55.27,10024,Belgium
687783,P8161,Point Class,26,2025-01-21,25.74,10091,Belgium
968668,P7199,Listen Hospital,15,2024-05-27,27.04,10054,Spain
641704,P5454,Life Source,19,2023-10-11,65.2,10068,Italy
532961,P4080,Painting Certain,5,2024-09-27,19.06,10037,Germany
767830,P8460,Hit Information,40,2024-04-13,45.82,10089,Denmark
615895,P4076,Rate Family,21,2024-02-22,2.92,10006,Norway
123205,P4046,Build Agree,7,2025-03-06,28.93,10016,Sweden
862427,P1134,Cultural Money,15,2024-09-18,9.93,10001,Sweden
327738,P6601,Impact White,27,2024-10-22,31.85,10063,Netherlands
586208,P1519,Buy Everybody,22,2025-04-05,8.94,10096,France
158760,P5366,Ever Score,50,2024-07-24,39.85,10069,Sweden
290425,P4148,Difficult Population,17,2024-03-21,81.91,10001,Germany
905459,P5078,Rule Whom,25,2024-08-28,77.35,10056,Spain
873449,P1549,Decision Can,13,2023-11-26,46.62,10098,Germany
646453,P4415,Tonight Back,31,2024-07-29,39.52,10039,Netherlands
266316,P1691,Consider Way,48,2025-02-17,93.8,10066,Germany
365617,P8884,Light Begin,41,2025-05-03,30.58,10046,UK
799080,P4568,Rest Through,8,2024-04-17,24.36,10055,Netherlands
115799,P3742,Region Hand,18,2025-02-14,58.88,10050,Spain
109363,P1688,Attention Oil,38,2024-10-07,78.56,10060,Denmark
262520,P7084,Fill Vote,50,2024-04-01,9.86,10020,Sweden
195841,P6544,Today Coach,49,2025-02-15,62.89,10007,Netherlands
775885,P3521,Security Within,45,2025-02-06,54.1,10013,France
611540,P4812,Pull Contain,21,2025-04-20,98.19,10100,Netherlands
944654,P8187,High Movie,47,2024-02-03,20.1,10088,Belgium
475565,P3207,Campaign Deep,17,2025-04-19,89.97,10062,Sweden
686179,P5828,Chair Economic,35,2025-04-17,70.01,10024,Denmark
295692,P9906,Minute Agree,23,2024-05-19,33.04,10059,Italy
971733,P3627,Once Page,5,2024-05-25,53.58,10057,Italy
959222,P5314,Manage Suggest,35,2024-10-14,37.34,10000,Norway
497455,P4039,Carry Population,2,2025-06-29,62.35,10046,Denmark
350385,P6254,Before Attorney,47,2024-04-09,7.27,10068,Belgium
299092,P9586,Information Series,44,2025-02-21,50.26,10070,France
742818,P5638,Measure Never,21,2024-06-27,41.57,10041,Germany
200932,P9572,Specific It,43,2025-05-13,7.6,10016,France
132792,P4310,Paper Back,7,2023-11-18,49.05,10012,UK
698749,P7366,Free Quality,43,2023-10-09,49.5,10079,Denmark
368371,P1804,Listen Man,24,2025-01-22,22.85,10091,Germany
113721,P4419,Nation Guy,42,2023-11-20,49.65,10010,Sweden
939930,P1994,Unit Them,24,2025-04-10,56.24,10053,Netherlands
932831,P1955,Ok Push,40,2024-11-11,27.32,10005,Germany
974991,P5979,Court Special,5,2023-11-21,94.52,10066,Germany
206142,P4784,Lead Morning,35,2025-07-20,39.15,10024,Norway
788784,P5075,Trouble Around,37,2025-05-19,62.91,10022,Norway
885587,P7802,Capital National,48,2023-12-09,11.45,10081,Denmark
475351,P8515,Fly Community,45,2023-12-16,66.86,10013,France
930956,P3955,Future Worry,36,2025-02-13,40.75,10043,France
659835,P8258,Down Half,23,2025-08-12,90.35,10070,Netherlands
